Folder,Model,ID,Language,Words,Syllables,Phrases (Sentences),Avg Sentence Length,Has Pronunciation,Has Example,Compliance: Max 25 Words,Compliance: Max 2 Sentences,Compliance: Short Sentences (<15 words/sent),Compliance: No Double Negation,Compliance: No Self-Definition,Compliance: Active Voice Proxy,Compliance: Category+Function Pattern,Prompt Compliance Score
results_v6,latxa,T-006_D-006.1,es,46,108,5,9.2,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-007_D-007.1,es,14,29,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-008_D-008.1,es,14,26,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-009_D-009.1,es,36,83,5,7.2,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-010_D-010.1,es,35,82,4,8.75,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-011_D-011.1,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-012_D-012.1,es,43,110,5,8.6,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-013_D-013.1,es,40,90,5,8.0,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-014_D-014.1,es,75,176,7,10.71,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-015_D-015.1,es,17,43,2,8.5,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-016_D-016.1,es,15,31,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-017_D-017.1,es,16,33,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-018_D-018.1,es,69,161,7,9.86,False,False,False,False,True,True,False,False,False,0.286
results_v6,latxa,T-019_D-019.1,es,49,110,5,9.8,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-020_D-020.1,es,13,24,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-021_D-021.1,es,76,167,7,10.86,True,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-022_D-022.1,es,17,43,1,17.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-023_D-023.1,es,14,30,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-024_D-024.1,es,46,89,4,11.5,False,False,False,False,True,True,False,False,False,0.286
results_v6,latxa,T-025_D-025.1,es,10,23,1,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-026_D-026.1,es,25,60,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-027_D-027.1,es,30,58,2,15.0,False,False,False,True,True,True,True,True,False,0.714
results_v6,latxa,T-028_D-028.1,es,51,104,4,12.75,True,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-029_D-029.1,es,23,44,1,23.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-030_D-030.1,es,14,27,2,7.0,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-031_D-031.1,es,20,40,1,20.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-032_D-032.1,es,7,16,1,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-033_D-033.1,es,16,31,2,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-034_D-034.1,es,18,35,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-035_D-035.1,es,12,28,2,6.0,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-036_D-036.1,es,34,70,4,8.5,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-037_D-037.1,es,14,33,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-038_D-038.1,es,45,97,5,9.0,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-039_D-039.1,es,10,20,2,5.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-040_D-040.1,es,18,33,2,9.0,True,False,True,True,True,True,True,False,False,0.714
results_v6,latxa,T-041_D-041.1,es,30,62,2,15.0,False,False,False,True,True,True,True,True,False,0.714
results_v6,latxa,T-042_D-042.1,es,11,23,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-043_D-043.1,es,13,31,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-044_D-044.1,es,9,20,1,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-045_D-045.1,es,12,24,1,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-046_D-046.1,es,18,32,2,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-047_D-047.1,es,39,87,5,7.8,False,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-048_D-048.1,es,10,15,1,10.0,False,False,True,True,True,True,True,False,False,0.714
results_v6,latxa,T-049_D-049.1,es,10,20,1,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-050_D-050.1,es,11,26,1,11.0,False,False,True,True,True,True,False,True,False,0.714
results_v6,latxa,T-051_D-051.1,es,36,80,4,9.0,True,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-052_D-052.1,es,60,141,6,10.0,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-053_D-053.1,es,14,34,2,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-054_D-054.1,es,10,23,2,5.0,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-055_D-055.1,es,19,47,2,9.5,True,False,True,True,True,True,False,True,False,0.714
results_v6,latxa,T-056_D-056.1,es,18,40,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-057_D-057.1,es,14,33,2,7.0,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-058_D-058.1,es,58,115,6,9.67,False,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-059_D-059.1,es,16,34,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-060_D-060.1,es,21,37,2,10.5,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-061_D-061.1,es,50,116,5,10.0,False,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-062_D-062.1,es,60,127,5,12.0,True,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-063_D-063.1,es,27,56,1,27.0,False,False,False,True,False,True,True,True,False,0.571
results_v6,latxa,T-064_D-064.1,es,74,171,5,14.8,True,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-065_D-065.1,es,59,126,5,11.8,False,False,False,False,True,True,False,False,False,0.286
results_v6,latxa,T-066_D-066.1,es,18,36,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-067_D-067.1,es,12,23,2,6.0,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-068_D-068.1,es,26,56,2,13.0,True,False,False,True,True,True,False,True,False,0.571
results_v6,latxa,T-069_D-069.1,es,15,31,2,7.5,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-070_D-070.1,es,15,30,2,7.5,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-071_D-071.1,es,43,91,5,8.6,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-072_D-072.1,es,18,38,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-073_D-073.1,es,32,71,5,6.4,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-074_D-074.1,es,47,109,5,9.4,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-075_D-075.1,es,16,45,2,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-076_D-076.1,es,48,112,5,9.6,False,False,False,False,True,True,False,False,False,0.286
results_v6,latxa,T-076_D-076.2,es,15,32,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-076_D-076.3,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-077_D-077.1,es,15,32,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-078_D-078.1,es,28,71,5,5.6,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-079_D-079.1,es,11,19,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-080_D-080.1,es,9,18,1,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-081_D-081.1,es,29,59,2,14.5,False,False,False,True,True,True,True,True,False,0.714
results_v6,latxa,T-082_D-082.1,es,36,71,2,18.0,False,False,False,True,False,True,False,True,False,0.429
results_v6,latxa,T-083_D-083.1,es,46,104,10,4.6,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-084_D-084.1,es,35,69,2,17.5,False,False,False,True,False,True,False,False,False,0.286
results_v6,latxa,T-085_D-085.1,es,13,35,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-086_D-086.1,es,30,65,5,6.0,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-087_D-087.1,es,14,26,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-088_D-088.1,es,46,113,5,9.2,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-089_D-089.1,es,13,28,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-090_D-090.1,es,9,22,1,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-091_D-091.1,es,15,32,2,7.5,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-092_D-092.1,es,35,95,4,8.75,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-093_D-093.1,es,39,90,5,7.8,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-094_D-094.1,es,34,66,4,8.5,False,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-095_D-095.1,es,16,34,1,16.0,False,False,True,True,False,True,True,True,False,0.714
results_v6,latxa,T-096_D-096.1,es,14,35,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-097_D-097.1,es,12,24,2,6.0,True,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-098_D-098.1,es,11,30,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-099_D-099.1,es,62,151,5,12.4,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-100_D-100.1,es,52,113,6,8.67,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-101_D-101.1,es,34,76,2,17.0,False,False,False,True,False,True,False,True,False,0.429
results_v6,latxa,T-102_D-102.1,es,38,80,5,7.6,True,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-103_D-103.1,es,74,171,7,10.57,False,False,False,False,True,True,False,True,False,0.429
results_v6,latxa,T-104_D-104.1,es,9,21,1,9.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-105_D-105.1,es,12,23,2,6.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-106_D-106.1,es,17,33,1,17.0,False,False,True,True,False,True,True,False,False,0.571
results_v6,latxa,T-107_D-107.1,es,70,148,4,17.5,False,False,False,False,False,True,False,True,False,0.286
results_v6,latxa,T-108_D-108.1,es,22,42,2,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v6,latxa,T-109_D-109.1,es,50,104,5,10.0,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-110_D-110.1,es,37,87,5,7.4,False,False,False,False,True,True,True,True,False,0.571
results_v6,latxa,T-111_D-111.1,es,15,24,1,15.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-001_D-001.1,es,33,60,2,16.5,False,False,False,True,False,True,False,True,False,0.429
results_v2,ministral,T-002_D-002.1,es,35,60,4,8.75,False,False,False,False,True,True,True,False,False,0.429
results_v2,ministral,T-003_D-003.1,es,23,44,1,23.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-004_D-004.1,es,27,53,1,27.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-005_D-005.1,es,64,112,4,16.0,False,False,False,False,False,True,False,False,False,0.143
results_v2,ministral,T-006_D-006.1,es,31,66,2,15.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-007_D-007.1,es,34,74,2,17.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-008_D-008.1,es,19,39,1,19.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-009_D-009.1,es,120,259,6,20.0,False,False,False,False,False,True,False,True,False,0.286
results_v2,ministral,T-010_D-010.1,es,24,46,2,12.0,False,False,True,True,True,True,True,False,False,0.714
results_v2,ministral,T-011_D-011.1,es,29,53,2,14.5,False,True,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-012_D-012.1,es,32,63,3,10.67,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-013_D-013.1,es,369,678,23,16.04,False,True,False,False,False,True,False,False,False,0.143
results_v2,ministral,T-014_D-014.1,es,34,66,2,17.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-015_D-015.1,es,17,42,1,17.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-016_D-016.1,es,23,47,2,11.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-017_D-017.1,es,19,37,3,6.33,False,False,True,False,True,True,True,True,False,0.714
results_v2,ministral,T-018_D-018.1,es,20,42,2,10.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-019_D-019.1,es,25,47,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-020_D-020.1,es,34,61,3,11.33,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-021_D-021.1,es,25,52,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-022_D-022.1,es,18,42,1,18.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-023_D-023.1,es,27,56,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-024_D-024.1,es,238,518,13,18.31,False,True,False,False,False,True,False,True,False,0.286
results_v2,ministral,T-025_D-025.1,es,35,69,3,11.67,False,False,False,False,True,True,True,False,False,0.429
results_v2,ministral,T-026_D-026.1,es,39,79,2,19.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-027_D-027.1,es,31,60,2,15.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-028_D-028.1,es,27,46,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-029_D-029.1,es,23,44,2,11.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-030_D-030.1,es,35,62,2,17.5,False,False,False,True,False,True,False,True,False,0.429
results_v2,ministral,T-031_D-031.1,es,25,46,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-032_D-032.1,es,26,54,2,13.0,False,False,False,True,True,True,True,False,False,0.571
results_v2,ministral,T-033_D-033.1,es,27,54,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-034_D-034.1,es,17,32,1,17.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-035_D-035.1,es,25,50,2,12.5,False,False,True,True,True,True,True,False,False,0.714
results_v2,ministral,T-036_D-036.1,es,30,61,3,10.0,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-037_D-037.1,es,44,81,2,22.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-038_D-038.1,es,34,59,2,17.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-039_D-039.1,es,204,398,10,20.4,False,False,False,False,False,True,False,True,False,0.286
results_v2,ministral,T-040_D-040.1,es,33,61,4,8.25,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-041_D-041.1,es,33,67,2,16.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-042_D-042.1,es,52,105,2,26.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-043_D-043.1,es,192,377,14,13.71,False,True,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-044_D-044.1,es,48,93,5,9.6,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-045_D-045.1,es,572,1151,46,12.43,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-046_D-046.1,es,22,40,3,7.33,False,False,True,False,True,True,False,True,False,0.571
results_v2,ministral,T-047_D-047.1,es,337,588,29,11.62,False,True,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-048_D-048.1,es,29,49,2,14.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-049_D-049.1,es,40,84,2,20.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-050_D-050.1,es,361,648,19,19.0,False,True,False,False,False,True,False,False,False,0.143
results_v2,ministral,T-051_D-051.1,es,23,48,1,23.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-052_D-052.1,es,28,60,1,28.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-053_D-053.1,es,27,48,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-054_D-054.1,es,27,69,3,9.0,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-055_D-055.1,es,38,67,3,12.67,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-056_D-056.1,es,19,38,2,9.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-057_D-057.1,es,95,188,8,11.88,False,True,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-058_D-058.1,es,29,54,2,14.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-059_D-059.1,es,25,44,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-060_D-060.1,es,48,84,2,24.0,False,True,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-061_D-061.1,es,38,66,2,19.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-062_D-062.1,es,34,65,3,11.33,False,True,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-063_D-063.1,es,40,75,2,20.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-064_D-064.1,es,34,66,2,17.0,False,False,False,True,False,True,False,True,False,0.429
results_v2,ministral,T-065_D-065.1,es,32,59,2,16.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-066_D-066.1,es,27,51,2,13.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-067_D-067.1,es,21,38,2,10.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-068_D-068.1,es,36,67,2,18.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-069_D-069.1,es,24,45,2,12.0,False,False,True,True,True,True,True,False,False,0.714
results_v2,ministral,T-070_D-070.1,es,28,53,2,14.0,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-071_D-071.1,es,22,38,2,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-072_D-072.1,es,42,92,3,14.0,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-073_D-073.1,es,26,45,1,26.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-074_D-074.1,es,43,85,2,21.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-075_D-075.1,es,26,55,2,13.0,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-076_D-076.1,es,117,207,8,14.62,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-076_D-076.2,es,26,51,1,26.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-076_D-076.3,es,25,46,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-077_D-077.1,es,24,48,2,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-078_D-078.1,es,21,50,1,21.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-079_D-079.1,es,26,43,2,13.0,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-080_D-080.1,es,37,80,3,12.33,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-081_D-081.1,es,26,51,2,13.0,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-082_D-082.1,es,29,53,2,14.5,False,False,False,True,True,True,False,True,False,0.571
results_v2,ministral,T-083_D-083.1,es,21,43,2,10.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-084_D-084.1,es,24,41,2,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-085_D-085.1,es,37,73,2,18.5,False,True,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-086_D-086.1,es,24,43,1,24.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-087_D-087.1,es,25,49,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-088_D-088.1,es,34,60,2,17.0,False,False,False,True,False,True,True,False,False,0.429
results_v2,ministral,T-089_D-089.1,es,29,63,2,14.5,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-090_D-090.1,es,38,82,2,19.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-091_D-091.1,es,28,48,2,14.0,False,False,False,True,True,True,False,True,False,0.571
results_v2,ministral,T-092_D-092.1,es,28,50,2,14.0,False,False,False,True,True,True,True,True,False,0.714
results_v2,ministral,T-093_D-093.1,es,25,54,2,12.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-094_D-094.1,es,21,42,1,21.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,ministral,T-095_D-095.1,es,34,74,3,11.33,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-096_D-096.1,es,43,89,3,14.33,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-097_D-097.1,es,22,41,2,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-098_D-098.1,es,37,80,2,18.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-099_D-099.1,es,38,78,4,9.5,False,False,False,False,True,True,True,True,False,0.571
results_v2,ministral,T-100_D-100.1,es,35,80,2,17.5,False,False,False,True,False,True,True,True,False,0.571
results_v2,ministral,T-101_D-101.1,es,76,120,7,10.86,False,False,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-102_D-102.1,es,23,42,2,11.5,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-103_D-103.1,es,38,68,2,19.0,False,False,False,True,False,True,False,True,False,0.429
results_v2,ministral,T-104_D-104.1,es,24,50,2,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,ministral,T-105_D-105.1,es,484,845,33,14.67,False,True,False,False,True,True,False,False,False,0.286
results_v2,ministral,T-106_D-106.1,es,24,41,2,12.0,False,False,True,True,True,True,False,False,False,0.571
results_v2,ministral,T-107_D-107.1,es,35,67,2,17.5,False,False,False,True,False,True,False,True,False,0.429
results_v2,ministral,T-108_D-108.1,es,531,1002,48,11.06,False,True,False,False,True,True,False,True,False,0.429
results_v2,ministral,T-109_D-109.1,es,20,32,2,10.0,False,False,True,True,True,True,True,False,False,0.714
results_v2,ministral,T-110_D-110.1,es,42,77,2,21.0,False,False,False,True,False,True,True,False,False,0.429
results_v2,ministral,T-111_D-111.1,es,74,135,5,14.8,False,False,False,False,True,True,False,True,False,0.429
results_v2,rigochat,T-001_D-001.1,es,13,26,1,13.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-002_D-002.1,es,8,16,1,8.0,False,False,True,True,True,True,True,False,False,0.714
results_v2,rigochat,T-003_D-003.1,es,8,21,1,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-004_D-004.1,es,9,19,1,9.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-005_D-005.1,es,11,21,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-006_D-006.1,es,11,24,1,11.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-007_D-007.1,es,10,25,1,10.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-008_D-008.1,es,2,4,1,2.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-009_D-009.1,es,1,1,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-010_D-010.1,es,17,28,1,17.0,False,False,True,True,False,True,False,True,True,0.714
results_v2,rigochat,T-011_D-011.1,es,17,37,1,17.0,False,False,True,True,False,True,True,True,True,0.857
results_v2,rigochat,T-012_D-012.1,es,13,31,1,13.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-013_D-013.1,es,6,12,1,6.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-014_D-014.1,es,13,30,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-015_D-015.1,es,8,23,1,8.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-016_D-016.1,es,8,19,1,8.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-017_D-017.1,pt,1,4,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-018_D-018.1,es,7,14,1,7.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-019_D-019.1,es,13,31,1,13.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-020_D-020.1,es,1,1,1,1.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-021_D-021.1,es,20,40,1,20.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,rigochat,T-022_D-022.1,es,7,20,1,7.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-023_D-023.1,es,12,21,1,12.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-024_D-024.1,es,28,61,1,28.0,False,False,False,True,False,True,True,True,False,0.571
results_v2,rigochat,T-025_D-025.1,es,8,19,1,8.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-026_D-026.1,es,14,27,1,14.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-027_D-027.1,es,19,31,1,19.0,False,False,True,True,False,True,False,False,False,0.429
results_v2,rigochat,T-028_D-028.1,es,21,43,1,21.0,False,False,True,True,False,True,False,True,False,0.571
results_v2,rigochat,T-029_D-029.1,es,14,29,1,14.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-030_D-030.1,es,11,15,1,11.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-031_D-031.1,es,14,26,1,14.0,False,False,True,True,True,True,False,True,True,0.857
results_v2,rigochat,T-032_D-032.1,es,13,20,1,13.0,False,False,True,True,True,True,True,False,False,0.714
results_v2,rigochat,T-033_D-033.1,es,13,23,1,13.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-034_D-034.1,es,13,30,1,13.0,False,False,True,True,True,True,True,True,True,1.0
results_v2,rigochat,T-035_D-035.1,es,8,14,1,8.0,False,False,True,True,True,True,True,True,False,0.857
results_v2,rigochat,T-036_D-036.1,es,15,28,1,15.0,False,False,True,True,True,True,False,True,False,0.714
results_v2,rigochat,T-037_D-037.1,es,19,40,1,19.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,rigochat,T-038_D-038.1,es,24,44,1,24.0,False,False,True,True,False,True,True,True,False,0.714
results_v2,rigochat,T-039_D-039.1,es,14,26,1,14.0,False,False,True,True,True,True,True,True,False,0.857
